"AmazonIpad_name","AmazonIpad_url","AmazonIpad_Price","AmazonIpad_Review","AmazonIpad_Getitby"
"[Sponsored]
ZAGG Rugged Messenger 7 Color Backlit Case and Bluetooth Keyboard for 2017 Apple iPad Pro 10.5 - Black","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg2_1?ie=UTF8&adId=A0628338IUVU3391S6CP&url=https%3A%2F%2Fwww.amazon.com%2FZAGG-Messenger-Backlit-Bluetooth-Keyboard%2Fdp%2FB073WPHL8S%2Fref%3Dsr_1_54_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116278%26sr%3D1-54-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116278&id=4140319782402936&widgetName=sp_btf","$ 79 99","4 out of 5 stars",""
"[Sponsored]
Apple iPad with WiFi (2018 Model) (32 GB, Gold)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg3_1?ie=UTF8&adId=A0623566P94BT1D3WSPL&url=https%3A%2F%2Fwww.amazon.com%2FApple-iPad-WiFi-2018-Model%2Fdp%2FB07D5S5LHF%2Fref%3Dsr_1_49_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116290%26sr%3D1-49-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116290&id=8232843429336190&widgetName=sp_atf_next","$ 409 99","4.3 out of 5 stars","Wed, Oct 24"
"[Sponsored]
Keyboard Case for iPad Air 2, iPad Pro 9.7, SENGBIRCH LED 7 Colors Backlit Wireless keyboard, Back Hard Folio Keyboard Cover, Ultra Slim, Aluminium Alloy-For model:A1673/A1674/A1675/A1566/A1567, Black","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg3_2?ie=UTF8&adId=A05368501FVSEE7708KVL&url=https%3A%2F%2Fwww.amazon.com%2FKeyboard-SENGBIRCH-Wireless-keyboard-Aluminium%2Fdp%2FB07BDGPTXX%2Fref%3Dsr_1_50_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116290%26sr%3D1-50-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116290&id=8232843429336190&widgetName=sp_atf_next","$ 49 99","3.6 out of 5 stars","Tue, Oct 23"
"Apple iPad 9.7 Retina Display with Saiborie $49.99 Value Bundle, 2017 5th Gen 32GB, M9, Wi-Fi, MIMO, Bluetooth, Apple iOS 10 (Gold)","https://www.amazon.com/Apple-Retina-Display-Saiborie-Bluetooth/dp/B07D48LSXT/ref=sr_1_51?s=pc&ie=UTF8&qid=1540116290&sr=1-51&keywords=ipad","$ 379 99","4.1 out of 5 stars",""
"Apple 2017 iPad Mini 4 128GB Wi-Fi - Silver (MK9P2LL/A)","https://www.amazon.com/Apple-2017-iPad-128GB-Wi-Fi/dp/B016PT10XA/ref=sr_1_52?s=pc&ie=UTF8&qid=1540116290&sr=1-52&keywords=ipad","$ 353 00","4.4 out of 5 stars",""
"Apple iPad mini 2 ME276LL/A (16GB, Wi-Fi) Black with Space Gray","https://www.amazon.com/Apple-ME276LL-Wi-Fi-Black-Space/dp/B00GNKRFEA/ref=sr_1_53?s=pc&ie=UTF8&qid=1540116290&sr=1-53&keywords=ipad","$ 294 99","4.3 out of 5 stars","Tue, Oct 23"
"Apple iPad 2 16GB with Wi-Fi - Black MC769E/A","https://www.amazon.com/Apple-iPad-16GB-Wi-Fi-MC769E/dp/B005625APM/ref=sr_1_54?s=pc&ie=UTF8&qid=1540116290&sr=1-54&keywords=ipad","","3.5 out of 5 stars",""
"Apple iPad Pro 10.5-inch (256GB, Wi-Fi, Rose Gold) 2017 Model","https://www.amazon.com/Apple-10-5-inch-256GB-Wi-Fi-Model/dp/B072V4BJ5R/ref=sr_1_55?s=pc&ie=UTF8&qid=1540116290&sr=1-55&keywords=ipad","$ 734 95","4.6 out of 5 stars",""
"Apple iPad Mini 4 128GB W/Saiborie 49.99 Value Accessories, 7.9"" Retina Display, 2GB RAM, Dual-Core A8 Chip, Quad-Core Graphics, Wi-Fi, MIMO, Bluetooth, Apple iOS 9 (Silver)","https://www.amazon.com/Apple-Accessories-Dual-Core-Quad-Core-Bluetooth/dp/B07B9T3TZJ/ref=sr_1_56?s=pc&ie=UTF8&qid=1540116290&sr=1-56&keywords=ipad","$ 379 99","4.5 out of 5 stars","Tue, Oct 23"
"Apple iPad mini MD531LL/A (16GB, Wi-Fi Only, White / Silver)","https://www.amazon.com/Apple-MD531LL-Wi-Fi-White-Silver/dp/B00746W9F2/ref=sr_1_57?s=pc&ie=UTF8&qid=1540116290&sr=1-57&keywords=ipad","$ 213 88","4.2 out of 5 stars","Wed, Oct 24"
"Apple iPad MD328LL/A (16GB, Wi-Fi, White) 3rd Gen (Certified Refurbished)","https://www.amazon.com/Apple-MD328LL-Wi-Fi-Certified-Refurbished/dp/B078KFB2MH/ref=sr_1_58?s=pc&ie=UTF8&qid=1540116290&sr=1-58&keywords=ipad","$ 129 99","5 out of 5 stars","Tue, Oct 23"
"Apple iPad Pro 12.9"" Tablet (Certified Refurbished) (256GB Wi-FI, Space Gray)","https://www.amazon.com/Apple-Tablet-Certified-Refurbished-256GB/dp/B01KAKS84E/ref=sr_1_59?s=pc&ie=UTF8&qid=1540116290&sr=1-59&keywords=ipad","$ 609 99","4.1 out of 5 stars","Tue, Oct 23"
"Apple iPad with WiFi + Cellular, 32GB, Space Gray (2017 Model) (Certified Refurbished)","https://www.amazon.com/Apple-Cellular-Space-Certified-Refurbished/dp/B078J5K6MD/ref=sr_1_60?s=pc&ie=UTF8&qid=1540116290&sr=1-60&keywords=ipad","$ 309 99","5 out of 5 stars","Tue, Oct 23"
"New Apple iPad A9 Chip 128GB -9.7-inch Retina Display (diagonal), A9 Chip with 64-bit Desktop-class Architecture, 8MP Camera with 1080p Video, Touch ID Fingerprint Sensor 2017 model - Silver","https://www.amazon.com/Apple-9-7-inch-Desktop-class-Architecture-Fingerprint/dp/B079RVRS5L/ref=sr_1_61?s=pc&ie=UTF8&qid=1540116290&sr=1-61&keywords=ipad","$ 420 00","4.6 out of 5 stars","Tue, Oct 23"
"Apple iPad Pro 10.5"" -64GB Wifi - 2017 Model - Gray (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Pro-10-5-64GB/dp/B078D6S5PX/ref=sr_1_62?s=pc&ie=UTF8&qid=1540116290&sr=1-62&keywords=ipad","$ 519 98","4.2 out of 5 stars","Tue, Oct 23"
"[Sponsored]
iPad Pro 10.5 Keyboard Case, Bluetooth Keyboard with 7 Keyboard Backlit,360 Degree Rotatable Cover for 2017 iPad Model A1701/A1709,Rose Gold","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg3_1?ie=UTF8&adId=A0126802Q9F4CIF46XRM&url=https%3A%2F%2Fwww.amazon.com%2FKeyboard-Bluetooth-Backlit-Degree-Rotatable%2Fdp%2FB07H4B5MLG%2Fref%3Dsr_1_63_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116290%26sr%3D1-63-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116290&id=8232843429336190&widgetName=sp_mtf","$ 57 49","",""
"[Sponsored]
SIMPLEWAY iPad 2, iPad 3, iPad 4 Case, Lightweight Shockproof Convertible Carrying Handle Stand Kids Friendly Cover Compatible with Apple iPad 2, iPad 3rd Gen, iPad 4th Generation Tablet, Purple","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg3_2?ie=UTF8&adId=A06245722UEBXBTN0WBN6&url=https%3A%2F%2Fwww.amazon.com%2FSIMPLEWAY-Lightweight-Shockproof-Convertible-Compatible%2Fdp%2FB00XVM2PNY%2Fref%3Dsr_1_64_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116290%26sr%3D1-64-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116290&id=8232843429336190&widgetName=sp_mtf","$ 16 99","3.4 out of 5 stars",""
"Apple iPad Air MD789LL/A Wi-Fi 32GB, 9.7"" - Silver (Certified Refurbished)","https://www.amazon.com/Apple-iPad-MD789LL-Wi-Fi-32GB/dp/B071P8RNH3/ref=sr_1_65?s=pc&ie=UTF8&qid=1540116290&sr=1-65&keywords=ipad","$ 218 99","5 out of 5 stars",""
"Apple iPad Mini 3 MGNR2LL/A VERSION (16GB, Wi-Fi, Space Gray) (Certified Refurbished)","https://www.amazon.com/Apple-MGNR2LL-VERSION-Certified-Refurbished/dp/B00TYTLYXA/ref=sr_1_66?s=pc&ie=UTF8&qid=1540116290&sr=1-66&keywords=ipad","$ 228 99","4.1 out of 5 stars","Wed, Oct 24"
"Newest Model Apple iPad Pro 10.5-inch Retina Display with A10X Fusion Chip, 64GB, Wi-Fi, Space Gray","https://www.amazon.com/Newest-Apple-10-5-inch-Retina-Display/dp/B078YJLLK8/ref=sr_1_67?s=pc&ie=UTF8&qid=1540116290&sr=1-67&keywords=ipad","$ 594 80","5 out of 5 stars",""
"Apple ME277LL/A 8-inch iPad Mini 2 with Retina Display (1.30GHz Dual-core Processor, 32GB GB Flash Memory, 1 GB RAM, Wi-Fi, iOS 7 Operating System) Space Gray","https://www.amazon.com/Apple-ME277LL-Dual-core-Processor-Operating/dp/B00GQDAFKA/ref=sr_1_68?s=pc&ie=UTF8&qid=1540116290&sr=1-68&keywords=ipad","$ 279 00","4.4 out of 5 stars","Tue, Oct 23"
"Apple iPad Air (16GB, Wi-FI, Black with Space Gray) (Certified Refurbished, Good Condition)","https://www.amazon.com/Apple-Air-Certified-Refurbished-Condition/dp/B07BQHZM7F/ref=sr_1_69?s=pc&ie=UTF8&qid=1540116290&sr=1-69&keywords=ipad","$ 149 95","5 out of 5 stars",""
"Apple iPad Mini 4 128GB with 7.9"" Retina Display, Wi-Fi Only, Silver","https://www.amazon.com/Apple-128GB-Retina-Display-Silver/dp/B015EL297Q/ref=sr_1_70?s=pc&ie=UTF8&qid=1540116290&sr=1-70&keywords=ipad","$ 344 20","5 out of 5 stars",""
"Apple iPad MC705LL/A (16GB, Wi-Fi, Black) 3rd Generation","https://www.amazon.com/Apple-MC705LL-Wi-Fi-Black-Generation/dp/B00746LVOM/ref=sr_1_71?s=pc&ie=UTF8&qid=1540116290&sr=1-71&keywords=ipad","$ 269 99","4.1 out of 5 stars","Tue, Oct 23"
"Apple Ipad Air 2 64GB Factory Unlocked (Space Gray, Wi-Fi + Cellular 4G, Apple SIM) Newest Version","https://www.amazon.com/Apple-Factory-Unlocked-Cellular-Version/dp/B00VGDIVSS/ref=sr_1_72?s=pc&ie=UTF8&qid=1540116290&sr=1-72&keywords=ipad","","4 out of 5 stars",""
"Apple iPad Air MD785LL/A (16GB, Wi-FI, Black with Space Gray) 1st Generation [Certified Pre-Owned]","https://www.amazon.com/Apple-MD785LL-Generation-Certified-Pre-Owned/dp/B00TJGNXR8/ref=sr_1_73?s=pc&ie=UTF8&qid=1540116290&sr=1-73&keywords=ipad","$ 147 95","3.4 out of 5 stars",""
"Apple iPad with WiFi, 32GB, Gold (2017 Model) (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Model-Certified-Refurbished/dp/B075SMJK4R/ref=sr_1_74?s=pc&ie=UTF8&qid=1540116290&sr=1-74&keywords=ipad","","5 out of 5 stars",""
"Apple iPad (first generation) MB293LL/A Tablet (32GB, Wifi)","https://www.amazon.com/Apple-first-generation-MB293LL-Tablet/dp/B00365F6EG/ref=sr_1_75?s=pc&ie=UTF8&qid=1540116290&sr=1-75&keywords=ipad","","3.3 out of 5 stars",""
"Apple iPad 2 9.7-inch iOS Tablet (Certified Refurbished) w/ED Bundle - $79 Value (Bundle Includes: Pre-Applied ED Protective Skin + 1 Year Extended CPS Limited Warranty) (32GB, Black)","https://www.amazon.com/iPad-9-7-inch-Tablet-Certified-Refurbished/dp/B07BQXYJPX/ref=sr_1_76?s=pc&ie=UTF8&qid=1540116290&sr=1-76&keywords=ipad","$ 129 99","3 out of 5 stars","Wed, Oct 24"
"[Sponsored]
iPad Mini 4 Cases, Quntion Shockproof Anti-Slip High Rubber Impact Resistant Hybrid Three Layer Armor Protective Case for iPad mini4","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg3_2?ie=UTF8&adId=A07052453MR64DF8YDZ0&url=https%3A%2F%2Fwww.amazon.com%2FQuntion-Shockproof-Anti-Slip-Resistant-Protective%2Fdp%2FB07GVBDX5H%2Fref%3Dsr_1_77_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116290%26sr%3D1-77-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116290&id=8232843429336190&widgetName=sp_btf","$ 15 00","",""
"[Sponsored]
Fintie iPad Mini 4 Case - Lightweight Slim Shell Cover with Translucent Frosted Back Protector Supports Auto Wake/Sleep for Apple iPad Mini 4 (2015 Release), Rose Gold","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg3_1?ie=UTF8&adId=A02685081SSMYW2Y9ATGL&url=https%3A%2F%2Fwww.amazon.com%2FFintie-iPad-Mini-Case-Lightweight%2Fdp%2FB0769B7G3F%2Fref%3Dsr_1_78_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116290%26sr%3D1-78-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116290&id=8232843429336190&widgetName=sp_btf","$ 7 99","4.1 out of 5 stars",""
"[Sponsored]
Apple iPad with WiFi (2018 Model) (32 GB, Sliver)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg4_1?ie=UTF8&adId=A062328619IIEQCVHXPHA&url=https%3A%2F%2Fwww.amazon.com%2FApple-iPad-WiFi-Model-Sliver%2Fdp%2FB07D5QPD2N%2Fref%3Dsr_1_73_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116300%26sr%3D1-73-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116300&id=2764628522571181&widgetName=sp_atf_next","$ 414 99","4.3 out of 5 stars","Wed, Oct 24"
"[Sponsored]
iPad 9.7 Keyboard Case, SENGBIRCH 7 Colors Backlit Bluetooth Keyboard Case Folio Smart 360 Rotate Stand Cover for iPad Air, iPad Air 2, iPad pro 9.7, iPad 9.7 2017/2018 Tablet, Rose Gold","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg4_2?ie=UTF8&adId=A02991171EAHGG08Y5S6N&url=https%3A%2F%2Fwww.amazon.com%2FKeyboard-SENGBIRCH-Colors-Backlit-Bluetooth%2Fdp%2FB0787V2BJ3%2Fref%3Dsr_1_74_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116300%26sr%3D1-74-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116300&id=2764628522571181&widgetName=sp_atf_next","$ 49 99","3.6 out of 5 stars","Tue, Oct 23"
"Apple IPad Air 2 WI-FI 64GB Space Gray (Certified Refurbished)","https://www.amazon.com/Apple-WI-FI-Space-Certified-Refurbished/dp/B07GSL21XV/ref=sr_1_75?s=pc&ie=UTF8&qid=1540116300&sr=1-75&keywords=ipad","$ 289 95","5 out of 5 stars","Tue, Oct 23"
"Apple iPad 2 MC769LL/A Tablet (iOS 9, WiFi) 2nd Generation - Bundle - $ 99 Value (Bundle Includes: Skin Protector + 1 Year CPS Limited Warranty) - (32 GB, Black) (Certified Refurbished)","https://www.amazon.com/Apple-iPad-MC769LL-Tablet-Generation/dp/B07H13NTQ3/ref=sr_1_76?s=pc&ie=UTF8&qid=1540116300&sr=1-76&keywords=ipad","$ 124 99","","Wed, Oct 24"
"Apple iPad Pro 12.9-Inch 64GB Space Gray (WiFi Only, Mid 2017) MQDA2LL/A","https://www.amazon.com/Apple-iPad-12-9-Inch-Space-MQDA2LL/dp/B074HQXSSW/ref=sr_1_77?s=pc&ie=UTF8&qid=1540116300&sr=1-77&keywords=ipad","$ 829 99","3.9 out of 5 stars",""
"Apple iPad Pro 10.5-Inch 256GB Gold (WiFi Only, Mid 2017) MPF12LL/A","https://www.amazon.com/Apple-iPad-10-5-Inch-256GB-MPF12LL/dp/B072V4WQ1C/ref=sr_1_78?s=pc&ie=UTF8&qid=1540116300&sr=1-78&keywords=ipad","$ 724 95","4.7 out of 5 stars",""
"Apple iPad with WiFi + Cellular, 32GB, Silver (2017 Model) (Certified Refurbished)","https://www.amazon.com/Apple-Cellular-Silver-Certified-Refurbished/dp/B078J5RGN4/ref=sr_1_79?s=pc&ie=UTF8&qid=1540116300&sr=1-79&keywords=ipad","$ 299 95","4.8 out of 5 stars","Tue, Oct 23"
"Apple iPad with WiFi, 32GB, Silver (2018 Model)","https://www.amazon.com/Apple-iPad-WiFi-Silver-Model/dp/B07BTS2B1L/ref=sr_1_80?s=pc&ie=UTF8&qid=1540116300&sr=1-80&keywords=ipad","","5 out of 5 stars",""
"Apple iPad Air MD786LL/A Wi-Fi 32GB, 9.7"" - Space Gray (Certified Refurbished)","https://www.amazon.com/Apple-iPad-MD786LL-Wi-Fi-32GB/dp/B0718YH3XH/ref=sr_1_81?s=pc&ie=UTF8&qid=1540116300&sr=1-81&keywords=ipad","$ 209 88","3.5 out of 5 stars","Tue, Oct 23"
"Apple iPad Pro 10.5 Inch Wi-Fi + Quality Photo Accessories (Latest Apple Tablet) 2017 Model. (64 GB, Rose Gold)","https://www.amazon.com/Apple-Quality-Accessories-Latest-Tablet/dp/B074WLXBSF/ref=sr_1_82?s=pc&ie=UTF8&qid=1540116300&sr=1-82&keywords=ipad","$ 619 99","4.5 out of 5 stars","Tue, Oct 23"
"Apple 10.5"" iPad Pro 256GB, Wi-Fi, Space Gray MPDY2LL/A","https://www.amazon.com/Apple-256GB-Wi-Fi-Space-MPDY2LL/dp/B071WZHG6K/ref=sr_1_83?s=pc&ie=UTF8&qid=1540116300&sr=1-83&keywords=ipad","$ 743 95","5 out of 5 stars","Tue, Oct 23"
"Apple iPad Mini 4 16gb Space Gray (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Space-Certified-Refurbished/dp/B0744W8WB2/ref=sr_1_84?s=pc&ie=UTF8&qid=1540116300&sr=1-84&keywords=ipad","$ 274 95","5 out of 5 stars","Wed, Oct 24"
"Apple iPad Air 16GB Silver Retina Display Wi-Fi +4G AT&T Certified Refurbished Tablet","https://www.amazon.com/Apple-16GB-4G-Certified-Refurbished/dp/B00X8XAA10/ref=sr_1_85?s=pc&ie=UTF8&qid=1540116300&sr=1-85&keywords=ipad","$ 169 00","3.2 out of 5 stars",""
"Apple iPad Pro 9.7"" Multi-Touch Retina Display, 128GB, WiFi plus 4G LTE Cellular, A9X Chip, Bluetooth, 12MP iSight Camera, Smart Connector, Rose Gold","https://www.amazon.com/Apple-Multi-Touch-Cellular-Bluetooth-Connector/dp/B07BF6BNXC/ref=sr_1_86?s=pc&ie=UTF8&qid=1540116300&sr=1-86&keywords=ipad","$ 594 30","3.8 out of 5 stars","Tue, Oct 23"
"[Sponsored]
Poetic Revolution New iPad 9.7 Inch 2017/2018 Rugged Case with Hybrid Heavy Duty Protection and Built-in Screen Protector and Kickstand for Apple iPad 9.7 2017 / iPad 9.7 2018 Black","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg4_1?ie=UTF8&adId=A08052901MRX8MVVYBT0Z&url=https%3A%2F%2Fwww.amazon.com%2FPoetic-Revolution-Protection-Protector-Kickstand%2Fdp%2FB01N9VKFN3%2Fref%3Dsr_1_87_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116300%26sr%3D1-87-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116300&id=2764628522571181&widgetName=sp_mtf","$ 19 95","4 out of 5 stars",""
"[Sponsored]
LTROP iPad 2 3 4 Kids Case - Light Weight Shock Proof Handle Friendly Convertible Stand Kids Case with Bulit in Screen Protector for iPad 2, iPad 3rd Generation, iPad 4th Generation,Blue","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg4_2?ie=UTF8&adId=A04590552GP33674BXBZP&url=https%3A%2F%2Fwww.amazon.com%2FLTROP-iPad-Kids-Case-Convertible%2Fdp%2FB07CXH86NC%2Fref%3Dsr_1_88_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116300%26sr%3D1-88-spons%26keywords%3Dipad%26psc%3D1%26smid%3DA21UZXT6DDX6TN&qualifier=1540116300&id=2764628522571181&widgetName=sp_mtf","$ 15 99","3.9 out of 5 stars",""
"Apple 9.7"" iPad Early 2018 32GB Wi-Fi Only Space Gray (Refurbished)","https://www.amazon.com/Apple-Early-Wi-Fi-Space-Refurbished/dp/B07G9QNT6P/ref=sr_1_89?s=pc&ie=UTF8&qid=1540116300&sr=1-89&keywords=ipad","$ 319 99","3.8 out of 5 stars","Tue, Oct 23"
"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Marine Blue - with Special Offers (Previous Generation – 7th)","https://www.amazon.com/Fire-Tablet-Alexa-Display-Marine/dp/B01J94T1Z2/ref=sr_1_90?s=pc&ie=UTF8&qid=1540116300&sr=1-90&keywords=ipad","$ 109 99","4.1 out of 5 stars","Wed, Oct 24"
"Apple iPad (First Generation) MB294LL/A Tablet (64GB, Wifi) (Certified Refurbished)","https://www.amazon.com/Apple-Generation-MB294LL-Certified-Refurbished/dp/B01MXIDC9B/ref=sr_1_91?s=pc&ie=UTF8&qid=1540116300&sr=1-91&keywords=ipad","","2.9 out of 5 stars",""
"Apple iPad Air 2 16GB Wi-Fi 9.7"", Silver (Refurbished) (Certified Refurbished)","https://www.amazon.com/Apple-Wi-Fi-Silver-Refurbished-Certified/dp/B07H8RB4ZY/ref=sr_1_92?s=pc&ie=UTF8&qid=1540116300&sr=1-92&keywords=ipad","$ 222 13","","Tue, Oct 23"
"Apple iPad with WiFi + Cellular, 128GB, Silver (2017 Model)","https://www.amazon.com/Apple-Cellular-128GB-Silver-Model/dp/B01LTIOREQ/ref=sr_1_93?s=pc&ie=UTF8&qid=1540116300&sr=1-93&keywords=ipad","$ 459 39","4 out of 5 stars","Wed, Oct 24"
"Apple iPad 3 MD367LL/A 32GB Wifi + 4G Unlocked 9.7"",Black","https://www.amazon.com/Apple-iPad-MD367LL-Unlocked-Black/dp/B077GGYKS4/ref=sr_1_94?s=pc&ie=UTF8&qid=1540116300&sr=1-94&keywords=ipad","","3.2 out of 5 stars",""
"Apple iPad Mini 4 32GB Wi-Fi Gold","https://www.amazon.com/Apple-iPad-Mini-32GB-Wi-Fi/dp/B01M0MFH4O/ref=sr_1_95?s=pc&ie=UTF8&qid=1540116300&sr=1-95&keywords=ipad","$ 344 88","4.7 out of 5 stars","Tue, Oct 23"
"Apple iPad Mini 4 128 GB Wi-Fi Gray (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Wi-Fi-Certified-Refurbished/dp/B07CFWLW3G/ref=sr_1_96?s=pc&ie=UTF8&qid=1540116300&sr=1-96&keywords=ipad","$ 309 99","4 out of 5 stars","Tue, Oct 23"
"Apple iPad Pro 10.5 Inch 512GB Space Gray (WiFi Only, Mid 2017) MPGH2LL/A","https://www.amazon.com/Apple-iPad-512GB-Space-MPGH2LL/dp/B072V4NLJW/ref=sr_1_97?s=pc&ie=UTF8&qid=1540116300&sr=1-97&keywords=ipad","$ 852 00","4.2 out of 5 stars","Wed, Oct 24"
"Apple iPad Mini 2 Tablet - 16GB, Space Gray ME276LL/A - WiFi Only (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Mini-Tablet-Refurbished/dp/B071G6S5LG/ref=sr_1_98?s=pc&ie=UTF8&qid=1540116300&sr=1-98&keywords=ipad","$ 153 95","5 out of 5 stars","Tue, Oct 23"
"Apple iPad Mini 2 Tablet - 16GB - Space Gray ME276LL/A - WiFi Only (Certified Refurbished)","https://www.amazon.com/Apple-iPad-Mini-Tablet-Refurbished/dp/B00ZE57NCY/ref=sr_1_99?s=pc&ie=UTF8&qid=1540116300&sr=1-99&keywords=ipad","","",""
"Apple iPad (5th Generation) WiFi , 128GB, Silver (2017 Model) (Certified Refurbished)","https://www.amazon.com/Apple-Generation-Silver-Certified-Refurbished/dp/B075SKVTWJ/ref=sr_1_100?s=pc&ie=UTF8&qid=1540116300&sr=1-100&keywords=ipad","$ 349 95","5 out of 5 stars","Wed, Oct 24"
"[Sponsored]
ZAGG – Rugged Messenger – Backlit Case and Bluetooth Keyboard – Compatible with 2018 (G6) and 2017 (G5) Apple iPad 9.7” – Durable Case with Built-In Stand – Multiple-Device Pairing – Black","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg4_2?ie=UTF8&adId=A0628462ORCT69SX4C4W&url=https%3A%2F%2Fwww.amazon.com%2FZAGG-Messenger-Compatible-Built-Multiple-Device%2Fdp%2FB073WHKVWX%2Fref%3Dsr_1_101_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116300%26sr%3D1-101-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116300&id=2764628522571181&widgetName=sp_btf","$ 99 93","4 out of 5 stars",""
"[Sponsored]
SIMPLEWAY iPad 9.7 Case 2018/2017, Shoulder Strap Lightweight Handle Stand Cover Case Compatible with iPad 9.7 inch 2017 / iPad 9.7 inch 2018 / iPad Air/iPad Air 2 (Blue)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg4_1?ie=UTF8&adId=A08752522ILS3VHSDR8FU&url=https%3A%2F%2Fwww.amazon.com%2FSIMPLEWAY-Shoulder-Lightweight-Handle-Compatible%2Fdp%2FB07H5DZ9LY%2Fref%3Dsr_1_102_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116300%26sr%3D1-102-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116300&id=2764628522571181&widgetName=sp_btf","$ 16 99","",""
"[Sponsored]
Apple iPad with WiFi (2018 Model) (128 GB, Sliver)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg5_1?ie=UTF8&adId=A062323017Q4JURP49SNM&url=https%3A%2F%2Fwww.amazon.com%2FApple-iPad-WiFi-Model-Sliver%2Fdp%2FB07D5TNNMT%2Fref%3Dsr_1_97_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116311%26sr%3D1-97-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116311&id=1737107095062801&widgetName=sp_atf_next","$ 489 99","4.3 out of 5 stars","Wed, Oct 24"
"[Sponsored]
iPad Keyboard Case for 2017 New iPad 9.7, iPad pro 9.7, iPad Air, iPad Air 2, SENGBIRCH 7 Colors Backlit Bluetooth Keyboard Case Folio Smart 360 Rotate Stand Cover Apple Tablet 9.7, Silver","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg5_2?ie=UTF8&adId=A00294653DTT8Z9EAUS06&url=https%3A%2F%2Fwww.amazon.com%2FKeyboard-SENGBIRCH-Colors-Backlit-Bluetooth%2Fdp%2FB0787PLCRR%2Fref%3Dsr_1_98_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116311%26sr%3D1-98-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116311&id=1737107095062801&widgetName=sp_atf_next","$ 49 99","3.6 out of 5 stars","Tue, Oct 23"
