"AmazonIpad_name","AmazonIpad_url","AmazonIpad_Price","AmazonIpad_Review","AmazonIpad_Getitby"
"Apple iPad Air 2 9.7"" WiFi + Cellular 64GB Tablet - White & Silver - MH2N2LL/A","https://www.amazon.com/Apple-iPad-WiFi-Cellular-Tablet/dp/B075XM857F/ref=sr_1_552?s=pc&ie=UTF8&qid=1540116524&sr=1-552&keywords=ipad","$ 649 00","",""
"Apple iPad mini MD535LL/A (32GB, Wi-Fi + AT&T 4G, Black) (Certified Refurbished)","https://www.amazon.com/Apple-MD535LL-Wi-Fi-Certified-Refurbished/dp/B07B8P9TK1/ref=sr_1_553?s=pc&ie=UTF8&qid=1540116524&sr=1-553&keywords=ipad","$ 539 09","",""
"Apple ME030LL/A iPad mini Tablet 16GB w/WiFi+4G AT&T - Black/Slate","https://www.amazon.com/Apple-ME030LL-iPad-mini-Tablet/dp/B00P81D1MU/ref=sr_1_554?s=pc&ie=UTF8&qid=1540116524&sr=1-554&keywords=ipad","","",""
"[Sponsored]
SIMPLEWAY iPad Case, iPad 2/3 / 4 Case, Shockproof Lightweight Convertible Handle Stand Kid-Proof Protection Cover Compatible with Apple iPad 2, iPad 3rd Gen, iPad 4th Generation Tablet, Rose","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg24_1?ie=UTF8&adId=A0624384CGVW1OPMPNXO&url=https%3A%2F%2Fwww.amazon.com%2FSIMPLEWAY-Shockproof-Lightweight-Convertible-Protection%2Fdp%2FB01HX91JPA%2Fref%3Dsr_1_553_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116536%26sr%3D1-553-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116535&id=592949152925889&widgetName=sp_atf_next","$ 16 99","4.7 out of 5 stars",""
"[Sponsored]
iBOLT TabDock Flexpro Clamp- Heavy Duty C-Clamp Mount for All 7"" - 10"" Tablets (iPad, Nexus, Samsung Galaxy Tab) for Desks, Tables, Wheelchairs, Carts, etc : Great for Homes, Schools, and Offices","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg24_2?ie=UTF8&adId=A00644852CKZEO2A8T9KF&url=https%3A%2F%2Fwww.amazon.com%2FiBOLT-TabDock-Flexpro-Clamp-C-Clamp%2Fdp%2FB01FWTJ0UO%2Fref%3Dsr_1_554_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116536%26sr%3D1-554-spons%26keywords%3Dipad%26psc%3D1%26smid%3DA2685NP1SAXOQD&qualifier=1540116535&id=592949152925889&widgetName=sp_atf_next","$ 39 95","4.6 out of 5 stars",""
"Samsung Galaxy Tab A P580 10.1 Inch, 16GB Tablet with S Pen (Wi-Fi Only, White, SM-P580NZWAXAR) Bundle with 32GB micro SD Memory Card + More","https://www.amazon.com/Samsung-Galaxy-Tablet-SM-P580NZWAXAR-Bundle/dp/B07FM9MNDH/ref=sr_1_555?s=pc&ie=UTF8&qid=1540116536&sr=1-555&keywords=ipad","$ 333 99","","Wed, Oct 24"
"Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 8 GB - Includes Special Offers, Tangerine (Previous Generation - 5th)","https://www.amazon.com/Fire-Tablet-Display-Wi-Fi-Generation/dp/B00U0ELDB6/ref=sr_1_556?s=pc&ie=UTF8&qid=1540116536&sr=1-556&keywords=ipad","$ 149 99","3.9 out of 5 stars","Tue, Oct 23"
"[3 Bonus Items] Simbans Presto 10 Inch Tablet | 1GB RAM, 16GB Disk, Android 5.1 Lollipop | IPS Screen, Quad Core, 2+5 MP Camera, GPS, WiFi, USB, HDMI, Bluetooth PC Computer","https://www.amazon.com/Simbans-Android-Lollipop-Bluetooth-Computer/dp/B06W57QGDM/ref=sr_1_557?s=pc&ie=UTF8&qid=1540116536&sr=1-557&keywords=ipad","$ 99 00","3.6 out of 5 stars","Tue, Oct 23"
"iPad 2-16/32/64GB - WiFi - 9.7in - Black","https://www.amazon.com/iPad-2-16-32-64GB-9-7in/dp/B07JK68LNK/ref=sr_1_558?s=pc&ie=UTF8&qid=1540116536&sr=1-558&keywords=ipad","","",""
"FidgetFidget Touch pad for ipad 2 1 PCS","https://www.amazon.com/FidgetFidget-Touch-pad-ipad-PCS/dp/B07HKFGLQP/ref=sr_1_559?s=pc&ie=UTF8&qid=1540116536&sr=1-559&keywords=ipad","$ 40 57","",""
"TechProducts360 Tempered Glass Defender for Apple iPad Pro 10.5","https://www.amazon.com/TechProducts360-Tempered-Glass-Defender-Apple/dp/B07C57MLNF/ref=sr_1_560?s=pc&ie=UTF8&qid=1540116536&sr=1-560&keywords=ipad","","",""
"iPad 2 32GB Black BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty","https://www.amazon.com/iPad-32GB-Black-BUNDLE-Tempered/dp/B07DWC94QT/ref=sr_1_561?s=pc&ie=UTF8&qid=1540116536&sr=1-561&keywords=ipad","","",""
"iPad 2 64GB White BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty","https://www.amazon.com/iPad-64GB-White-BUNDLE-Tempered/dp/B07DWCZJ7D/ref=sr_1_562?s=pc&ie=UTF8&qid=1540116536&sr=1-562&keywords=ipad","","",""
"iPad 2 64GB Black BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty","https://www.amazon.com/iPad-64GB-Black-BUNDLE-Tempered/dp/B07DWKMMQG/ref=sr_1_563?s=pc&ie=UTF8&qid=1540116536&sr=1-563&keywords=ipad","","",""
"iPad 3 32GB White BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty","https://www.amazon.com/iPad-32GB-White-BUNDLE-Tempered/dp/B07FGFN717/ref=sr_1_564?s=pc&ie=UTF8&qid=1540116536&sr=1-564&keywords=ipad","","",""
"Apple iPad Air 16GB 9.7"" Touchscreen Retina Display Wi-Fi - Space Gray - MD785LLA (Certified Refurbished)","https://www.amazon.com/Apple-Touchscreen-Retina-Display-Wi-Fi/dp/B07JW81N8V/ref=sr_1_565?s=pc&ie=UTF8&qid=1540116536&sr=1-565&keywords=ipad","$ 279 69","",""
"Apple iPad Air 2 16GB WiFi 2GB iOS 10 9.7"" Tablet - White & Silver (Certified Refurbished)","https://www.amazon.com/Apple-iPad-16GB-WiFi-Tablet/dp/B07JW78HRZ/ref=sr_1_566?s=pc&ie=UTF8&qid=1540116536&sr=1-566&keywords=ipad","$ 329 69","",""
"Apple iPad Pro Tablet Wi-Fi, 9.7"" / Bundle - $99 Value (Bundle Includes: CPS Warranty + Stylus Pen + Tempered Glass) (Certified Refurbished) (32 GB, Space Gray)","https://www.amazon.com/Apple-iPad-Tablet-Wi-Fi-Bundle/dp/B07JK8TFPT/ref=sr_1_567?s=pc&ie=UTF8&qid=1540116536&sr=1-567&keywords=ipad","$ 399 00","","Wed, Oct 24"
"iPad Pro 9.7-inch (128GB, 4th Generation LTE Cellular and Wi-Fi, Space Gray) MLT12LL/A 2016 Model (Certified Refurbished)","https://www.amazon.com/9-7-inch-Generation-Cellular-Certified-Refurbished/dp/B07JK6HD5P/ref=sr_1_568?s=pc&ie=UTF8&qid=1540116536&sr=1-568&keywords=ipad","$ 449 99","",""
"Apple MLRU2LL/A iPad Pro 9.7 Wi-Fi Cellular 32GB, Gray, Verizon (Certified Refurbished)","https://www.amazon.com/Apple-MLRU2LL-Cellular-Certified-Refurbished/dp/B07JK39WV3/ref=sr_1_569?s=pc&ie=UTF8&qid=1540116536&sr=1-569&keywords=ipad","$ 399 99","",""
"Apple iPad Air 2 16GB WiFi 2GB iOS 10 9.7"" Tablet - Space Gray (Certified Refurbished)","https://www.amazon.com/Apple-iPad-16GB-WiFi-Tablet/dp/B07JH8KHLZ/ref=sr_1_570?s=pc&ie=UTF8&qid=1540116536&sr=1-570&keywords=ipad","$ 349 69","",""
"Apple iPad Air MD785LL/B 16 GB Tablet - 9.7"" - In-plane Switching (IPS) Technology, Retina Display - Wireless - Webcam - WIFI - A (Certified Refurbished)","https://www.amazon.com/Apple-iPad-MD785LL-Tablet-plane/dp/B07JDVPVZ5/ref=sr_1_571?s=pc&ie=UTF8&qid=1540116536&sr=1-571&keywords=ipad","$ 279 69","",""
"Apple iPad Air 2 16GB Apple A8 X2 2.4GHz 9.7"",Dark Gray(Refurbished)","https://www.amazon.com/Apple-iPad-16GB-2-4GHz-Refurbished/dp/B0741LF3ZD/ref=sr_1_572?s=pc&ie=UTF8&qid=1540116536&sr=1-572&keywords=ipad","$ 237 72","",""
"Docooler 8 Core Tablet for Android 7.0 2G DDR3L 32G Flash iPad 10.1-inch G+G 10 Point Capacitive 1200 1920 Tablet PC T-bao D10 MT8783","https://www.amazon.com/Docooler-Tablet-Android-10-1-inch-Capacitive/dp/B07J9MY6JN/ref=sr_1_573?s=pc&ie=UTF8&qid=1540116536&sr=1-573&keywords=ipad","$ 258 99","",""
"Apple 10.5 IPAD PRO WIFI 512GB, MPGJ2B_AUK","https://www.amazon.com/Apple-10-5-IPAD-512GB-MPGJ2B_AUK/dp/B072K6KY6N/ref=sr_1_574?s=pc&ie=UTF8&qid=1540116536&sr=1-574&keywords=ipad","$ 1,303 60","",""
"iPad 4 64GB/128GB Black/White BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty (128GB, Black)","https://www.amazon.com/iPad-128GB-Black-White-BUNDLE/dp/B07F1ZKY5P/ref=sr_1_575?s=pc&ie=UTF8&qid=1540116536&sr=1-575&keywords=ipad","","",""
"iPad 4 64GB/128GB Black/White BUNDLE: Comes with Case, Tempered Glass, Stylus Pen, Charger, 1 Year Warranty (64GB, Black)","https://www.amazon.com/iPad-128GB-Black-White-BUNDLE/dp/B07F1Z6V92/ref=sr_1_576?s=pc&ie=UTF8&qid=1540116536&sr=1-576&keywords=ipad","","",""
"POS-X ISAPPOS-9C-BLK Bulk Stand 9.7"" 2017 iPad with BT Lock/Printer","https://www.amazon.com/POS-X-ISAPPOS-9C-BLK-Bulk-Stand-Printer/dp/B077YNXMGW/ref=sr_1_577?s=pc&ie=UTF8&qid=1540116536&sr=1-577&keywords=ipad","$ 962 90","",""
"Apple iPad 2 MC983LL/A Tablet (32GB, Wifi + AT&T 3G, White) 2nd Generation (Certified Refurbished)","https://www.amazon.com/MC983LL-Tablet-Generation-Certified-Refurbished/dp/B078HLQPZT/ref=sr_1_578?s=pc&ie=UTF8&qid=1540116536&sr=1-578&keywords=ipad","$ 85 94","",""
"[Sponsored]
Thankscase iPad 9.7 inch 2018/2017 Case, Ultra Slim Lightweight Smart Case Hard Back Cover with Auto Wake/Sleep Function with Great Pattern for Apple iPad 6th/5th Generation (Gold D)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg25_1?ie=UTF8&adId=A0908832FEUB8US9IFC9&url=https%3A%2F%2Fwww.amazon.com%2FThankscase-Lightweight-Function-Pattern-Generation%2Fdp%2FB074QJ5N97%2Fref%3Dsr_1_577_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116552%26sr%3D1-577-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116552&id=5872210013439061&widgetName=sp_atf_next","$ 9 99","4.1 out of 5 stars",""
"[Sponsored]
Ayotu New iPad 9.7 inch 2018/2017 Case,Slim Lightweight Auto Wake/Sleep Smart Stand Protective Cover with Translucent Frosted Back Magnetic Case for New iPad 9.7 inch Release Tablet-The Cat","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg25_2?ie=UTF8&adId=A05546331S0PQ2S84014I&url=https%3A%2F%2Fwww.amazon.com%2FAyotu-Lightweight-Protective-Translucent-Magnetic%2Fdp%2FB074RG1KYG%2Fref%3Dsr_1_578_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116552%26sr%3D1-578-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116552&id=5872210013439061&widgetName=sp_atf_next","$ 12 99","4.4 out of 5 stars",""
"Apple iPad Mini WiFi 16GB 7.9"" Tablet - Black & Slate","https://www.amazon.com/Apple-iPad-Mini-WiFi-Tablet/dp/B079HS3K4M/ref=sr_1_579?s=pc&ie=UTF8&qid=1540116552&sr=1-579&keywords=ipad","","",""
"Universal Ipad Folio red","https://www.amazon.com/Famous-Maker-Universal-Ipad-Folio/dp/B00WZU1KEI/ref=sr_1_580?s=pc&ie=UTF8&qid=1540116552&sr=1-580&keywords=ipad","","",""
"Coach Varick Nylon Ipad Case Dark Blue F61815","https://www.amazon.com/Coach-Varick-Nylon-Ipad-F61815/dp/B00AGP3TYS/ref=sr_1_581?s=pc&ie=UTF8&qid=1540116552&sr=1-581&keywords=ipad","","",""
"ScrewMat for Apple iPad 2 (WiFi & Cellular) with Glue Card","https://www.amazon.com/ScrewMat-Apple-iPad-WiFi-Cellular/dp/B07C8RBJ3M/ref=sr_1_582?s=pc&ie=UTF8&qid=1540116552&sr=1-582&keywords=ipad","","",""
"Apple iPad mini WiFi 16GB 7.9"" iOS Tablet - White & Silver (Certified Refurbished)","https://www.amazon.com/Apple-iPad-mini-WiFi-Tablet/dp/B07C4Z7BHX/ref=sr_1_583?s=pc&ie=UTF8&qid=1540116552&sr=1-583&keywords=ipad","$ 149 95","",""
"Lastnight Multi-Direction Retractable Bracket Holder Mount for iPad 7","https://www.amazon.com/Lastnight-Multi-Direction-Retractable-Bracket-Holder/dp/B078K176NR/ref=sr_1_584?s=pc&ie=UTF8&qid=1540116552&sr=1-584&keywords=ipad","","",""
"POS-X ISAPPOS-9-AIR2-K Convert model 9 to Air 2 & 9.7"" iPad Pro","https://www.amazon.com/POS-X-ISAPPOS-9-AIR2-K-Convert-model-iPad/dp/B0785NXXYD/ref=sr_1_585?s=pc&ie=UTF8&qid=1540116552&sr=1-585&keywords=ipad","$ 9 50","","Tue, Dec 4 - Wed, Jan 23"
"Apple iPad MC706LL/A 32GB Apple A5 X2 1.0GHz 9.7"", Black (Refurbished)","https://www.amazon.com/Apple-MC706LL-1-0GHz-Black-Refurbished/dp/B077JQLZY4/ref=sr_1_586?s=pc&ie=UTF8&qid=1540116552&sr=1-586&keywords=ipad","","",""
"Dolce & Gabbana Pink Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leather-Tablet-eBook/dp/B074LDR12Z/ref=sr_1_587?s=pc&ie=UTF8&qid=1540116552&sr=1-587&keywords=ipad","","",""
"Gethuda Fashions Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Gethuda-Fashions-Leopard-Leather-Tablet/dp/B074LDBL6B/ref=sr_1_588?s=pc&ie=UTF8&qid=1540116552&sr=1-588&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LD9B3R/ref=sr_1_589?s=pc&ie=UTF8&qid=1540116552&sr=1-589&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LD8R52/ref=sr_1_590?s=pc&ie=UTF8&qid=1540116552&sr=1-590&keywords=ipad","","",""
"Dolce & Gabbana Red Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leather-Tablet-eBook/dp/B074LD8G3T/ref=sr_1_591?s=pc&ie=UTF8&qid=1540116552&sr=1-591&keywords=ipad","","",""
"Dolce & Gabbana Black Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Black-Leather-Tablet/dp/B074LD7PND/ref=sr_1_592?s=pc&ie=UTF8&qid=1540116552&sr=1-592&keywords=ipad","","",""
"Dolce & Gabbana Blue Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leather-Tablet-eBook/dp/B074LD4FVC/ref=sr_1_593?s=pc&ie=UTF8&qid=1540116552&sr=1-593&keywords=ipad","","",""
"Dolce & Gabbana Leopard Print iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leopard-Print-Tablet/dp/B074LD4132/ref=sr_1_594?s=pc&ie=UTF8&qid=1540116552&sr=1-594&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LD3W5W/ref=sr_1_595?s=pc&ie=UTF8&qid=1540116552&sr=1-595&keywords=ipad","","",""
"Dolce & Gabbana Green Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Green-Leather-Tablet/dp/B074LD2Q2K/ref=sr_1_596?s=pc&ie=UTF8&qid=1540116552&sr=1-596&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCZ2GG/ref=sr_1_597?s=pc&ie=UTF8&qid=1540116552&sr=1-597&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCY7CL/ref=sr_1_598?s=pc&ie=UTF8&qid=1540116552&sr=1-598&keywords=ipad","","",""
"Dolce & Gabbana Gray Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leather-Tablet-eBook/dp/B074LCX2Q2/ref=sr_1_599?s=pc&ie=UTF8&qid=1540116552&sr=1-599&keywords=ipad","","",""
"Dolce & Gabbana Black Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Black-Leather-Tablet/dp/B074LCWM4B/ref=sr_1_600?s=pc&ie=UTF8&qid=1540116552&sr=1-600&keywords=ipad","$ 115 00","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCSF8B/ref=sr_1_601?s=pc&ie=UTF8&qid=1540116552&sr=1-601&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD P2 Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCRJRX/ref=sr_1_602?s=pc&ie=UTF8&qid=1540116552&sr=1-602&keywords=ipad","","",""
"[Sponsored]
Thankscase iPad 9.7 inch 2018/2017 Case, Ultra Slim Lightweight Smart Case Leather Cover with Auto Wake/Sleep Function with Great Pattern for Apple iPad 6th / 5th Generation (Black)","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg26_1?ie=UTF8&adId=A0901320JT6C32G2WEW7&url=https%3A%2F%2Fwww.amazon.com%2FThankscase-Lightweight-Leather-Function-Generation%2Fdp%2FB0711Q21XG%2Fref%3Dsr_1_601_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116562%26sr%3D1-601-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116562&id=1493967159175775&widgetName=sp_atf_next","$ 9 99","4.1 out of 5 stars",""
"[Sponsored]
nbryte Tablift Tablet Stand for The Bed, Sofa, or Any Uneven Surface","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg26_2?ie=UTF8&adId=A01405492TNEJVR3VM4U&url=https%3A%2F%2Fwww.amazon.com%2Fnbryte-Tablift-Tablet-Uneven-Surface%2Fdp%2FB01AHGIDE6%2Fref%3Dsr_1_602_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116562%26sr%3D1-602-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116562&id=1493967159175775&widgetName=sp_atf_next","$ 39 95","4.4 out of 5 stars",""
"Dolce & Gabbana Red Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leather-Tablet-eBook/dp/B074LCRJRV/ref=sr_1_603?s=pc&ie=UTF8&qid=1540116562&sr=1-603&keywords=ipad","","",""
"Dolce & Gabbana Brown Floral Logo Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Floral-Leather-Tablet/dp/B074LCRGCG/ref=sr_1_604?s=pc&ie=UTF8&qid=1540116562&sr=1-604&keywords=ipad","","",""
"Dolce & Gabbana Blue Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leather-Tablet-eBook/dp/B074LCR8C8/ref=sr_1_605?s=pc&ie=UTF8&qid=1540116562&sr=1-605&keywords=ipad","","",""
"Dolce & Gabbana Blue Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leather-Tablet-eBook/dp/B074LCQVSW/ref=sr_1_606?s=pc&ie=UTF8&qid=1540116562&sr=1-606&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCQ4D3/ref=sr_1_607?s=pc&ie=UTF8&qid=1540116562&sr=1-607&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD P2 Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCQ1PB/ref=sr_1_608?s=pc&ie=UTF8&qid=1540116562&sr=1-608&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCM8LD/ref=sr_1_609?s=pc&ie=UTF8&qid=1540116562&sr=1-609&keywords=ipad","","",""
"Dolce & Gabbana Brown Floral Logo Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Floral-Leather-Tablet/dp/B074LCLT72/ref=sr_1_610?s=pc&ie=UTF8&qid=1540116562&sr=1-610&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCLJHP/ref=sr_1_611?s=pc&ie=UTF8&qid=1540116562&sr=1-611&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCL3D6/ref=sr_1_612?s=pc&ie=UTF8&qid=1540116562&sr=1-612&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCJ5X1/ref=sr_1_613?s=pc&ie=UTF8&qid=1540116562&sr=1-613&keywords=ipad","","",""
"Dolce & Gabbana Beige Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Beige-Leather-Tablet/dp/B074LCJ2JZ/ref=sr_1_614?s=pc&ie=UTF8&qid=1540116562&sr=1-614&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LCJ1X8/ref=sr_1_615?s=pc&ie=UTF8&qid=1540116562&sr=1-615&keywords=ipad","","",""
"Dolce & Gabbana Black Sword Print Leather Tablet Ipad Case","https://www.amazon.com/Dolce-Gabbana-Black-Leather-Tablet/dp/B074LCGBG7/ref=sr_1_616?s=pc&ie=UTF8&qid=1540116562&sr=1-616&keywords=ipad","","",""
"Dolce & Gabbana Green Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Green-Leather-Tablet/dp/B074LC86GT/ref=sr_1_617?s=pc&ie=UTF8&qid=1540116562&sr=1-617&keywords=ipad","","",""
"Dolce & Gabbana Brown Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Brown-Leather-Tablet/dp/B074LC86G8/ref=sr_1_618?s=pc&ie=UTF8&qid=1540116562&sr=1-618&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LC6V65/ref=sr_1_619?s=pc&ie=UTF8&qid=1540116562&sr=1-619&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LC3QP7/ref=sr_1_620?s=pc&ie=UTF8&qid=1540116562&sr=1-620&keywords=ipad","","",""
"Dolce & Gabbana Orange Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Orange-Leather-Tablet/dp/B074LC1BMR/ref=sr_1_621?s=pc&ie=UTF8&qid=1540116562&sr=1-621&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LC18S2/ref=sr_1_622?s=pc&ie=UTF8&qid=1540116562&sr=1-622&keywords=ipad","","",""
"Dolce & Gabbana Leopard Leather iPAD Tablet eBook Cover Bag","https://www.amazon.com/Dolce-Gabbana-Leopard-Leather-Tablet/dp/B074LBYBW3/ref=sr_1_623?s=pc&ie=UTF8&qid=1540116562&sr=1-623&keywords=ipad","","",""
"Dolce & Gabbana Blue Leather iPAD Tablet eBook Cover","https://www.amazon.com/Dolce-Gabbana-Leather-Tablet-eBook/dp/B074LBTXRT/ref=sr_1_624?s=pc&ie=UTF8&qid=1540116562&sr=1-624&keywords=ipad","","",""
"OEM LCD Assembly For iPad Air - 6 Month Warranty","https://www.amazon.com/OEM-LCD-Assembly-iPad-Air/dp/B073TNFTQ4/ref=sr_1_625?s=pc&ie=UTF8&qid=1540116562&sr=1-625&keywords=ipad","","",""
"Ipad Case stand 2 in1","https://www.amazon.com/Ipad-Case-stand-2-in1/dp/B06XJCY7MR/ref=sr_1_626?s=pc&ie=UTF8&qid=1540116562&sr=1-626&keywords=ipad","$ 19 99","",""
"[Sponsored]
reMarkable - the Paper Tablet - 10.3"" Digital Notepad and E-reader, Ultra Low Latency Glare-free Touchscreen Display, Wi-Fi, June 2018 Software","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg27_1?ie=UTF8&adId=A0860092371YFMA05CYZ2&url=https%3A%2F%2Fwww.amazon.com%2FreMarkable-reader-Glare-free-Touchscreen-Software%2Fdp%2FB077NSWLH2%2Fref%3Dsr_1_625_sspa%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1540116572%26sr%3D1-625-spons%26keywords%3Dipad%26psc%3D1&qualifier=1540116571&id=6081708210794230&widgetName=sp_atf_next","$ 599 00","4.1 out of 5 stars",""
"Rocco Barocco Roccobarocco Tablet Bag iPad Woman Pink Fuchsia Leather Brown","https://www.amazon.com/Rocco-Barocco-Roccobarocco-Fuchsia-Leather/dp/B01N3P9HT1/ref=sr_1_627?s=pc&ie=UTF8&qid=1540116572&sr=1-627&keywords=ipad","","",""
"Ipad cover envelope with side tab","https://www.amazon.com/Ipad-cover-envelope-side-tab/dp/B01MU2KGCC/ref=sr_1_628?s=pc&ie=UTF8&qid=1540116572&sr=1-628&keywords=ipad","","",""
"Auto Lock Tablet Mount Holder Floor Desk Bed Sofa Stand for iPad 2 3 4 5 Samsung","https://www.amazon.com/Tablet-Mount-Holder-Floor-Samsung/dp/B01FIBGFRC/ref=sr_1_629?s=pc&ie=UTF8&qid=1540116572&sr=1-629&keywords=ipad","","",""
"Performalux Ipad Case - Gen 3 (Red or Blue)","https://www.amazon.com/Performalux-Ipad-Case-Gen-Blue/dp/B01D4E9Y14/ref=sr_1_630?s=pc&ie=UTF8&qid=1540116572&sr=1-630&keywords=ipad","","",""
